id,grid_solution,steps
lgp-test-2x4-11,"{""header"": [""House"", ""Height"", ""Hobby"", ""Name"", ""Pet""], ""rows"": [[""1"", ""short"", ""gardening"", ""Eric"", ""dog""], [""2"", ""very short"", ""photography"", ""Arnold"", ""cat""]]}",9
lgp-test-6x5-9,"{""header"": [""House"", ""Cigar"", ""Height"", ""Name"", ""Smoothie"", ""Vacation""], ""rows"": [[""1"", ""blue master"", ""very tall"", ""Bob"", ""cherry"", ""camping""], [""2"", ""prince"", ""average"", ""Arnold"", ""watermelon"", ""city""], [""3"", ""dunhill"", ""short"", ""Carol"", ""dragonfruit"", ""cruise""], [""4"", ""pall mall"", ""tall"", ""Eric"", ""blueberry"", ""cultural""], [""5"", ""yellow monster"", ""very short"", ""Peter"", ""desert"", ""mountain""], [""6"", ""blends"", ""super tall"", ""Alice"", ""lime"", ""beach""]]}",95
lgp-test-4x3-9,"{""header"": [""House"", ""Drink"", ""Education"", ""Name""], ""rows"": [[""1"", ""coffee"", ""high school"", ""Arnold""], [""2"", ""tea"", ""master"", ""Eric""], [""3"", ""milk"", ""bachelor"", ""Alice""], [""4"", ""water"", ""associate"", ""Peter""]]}",13
lgp-test-5x3-5,"{""header"": [""House"", ""Animal"", ""Are"", ""Name""], ""rows"": [[""1"", ""fish"", ""Aniya"", ""Alice""], [""2"", ""bird"", ""Janelle"", ""Peter""], [""3"", ""cat"", ""Penny"", ""Arnold""], [""4"", ""horse"", ""Kailyn"", ""Eric""], [""5"", ""dog"", ""Holly"", ""Bob""]]}",16
lgp-test-2x2-14,"{""header"": [""House"", ""Lunch"", ""Name""], ""rows"": [[""1"", ""grilled cheese"", ""Eric""], [""2"", ""pizza"", ""Arnold""]]}",5
lgp-test-4x4-0,"{""header"": [""House"", ""Drink"", ""Education"", ""Height"", ""Name""], ""rows"": [[""1"", ""coffee"", ""associate"", ""short"", ""Arnold""], [""2"", ""milk"", ""master"", ""very short"", ""Eric""], [""3"", ""water"", ""bachelor"", ""average"", ""Peter""], [""4"", ""tea"", ""high school"", ""tall"", ""Alice""]]}",21
lgp-test-6x6-36,,93
lgp-test-6x3-28,"{""header"": [""House"", ""Name"", ""Sport"", ""Vacation""], ""rows"": [[""1"", ""Eric"", ""soccer"", ""city""], [""2"", ""Bob"", ""swimming"", ""cruise""], [""3"", ""Arnold"", ""tennis"", ""cultural""], [""4"", ""Peter"", ""baseball"", ""beach""], [""5"", ""Alice"", ""volleyball"", ""camping""], [""6"", ""Carol"", ""basketball"", ""mountain""]]}",19
lgp-test-4x2-31,"{""header"": [""House"", ""Lunch"", ""Name""], ""rows"": [[""1"", ""pizza"", ""Eric""], [""2"", ""stew"", ""Arnold""], [""3"", ""spaghetti"", ""Alice""], [""4"", ""grilled cheese"", ""Peter""]]}",9
lgp-test-5x4-15,"{""header"": [""House"", ""Drink"", ""House"", ""Name"", ""Pet""], ""rows"": [[""1"", ""water"", ""colonial"", ""Alice"", ""dog""], [""2"", ""coffee"", ""craftsman"", ""Arnold"", ""fish""], [""3"", ""tea"", ""modern"", ""Bob"", ""cat""], [""4"", ""root beer"", ""victorian"", ""Eric"", ""bird""], [""5"", ""milk"", ""ranch"", ""Peter"", ""hamster""]]}",28
lgp-test-4x4-22,"{""header"": [""House"", ""Month"", ""Name"", ""Nationalitie"", ""Vacation""], ""rows"": [[""1"", ""april"", ""Peter"", ""brit"", ""city""], [""2"", ""feb"", ""Alice"", ""norwegian"", ""mountain""], [""3"", ""jan"", ""Eric"", ""swede"", ""cruise""], [""4"", ""sept"", ""Arnold"", ""dane"", ""beach""]]}",17
lgp-test-3x3-20,"{""header"": [""House"", ""Hobby"", ""Name"", ""Pet""], ""rows"": [[""1"", ""photography"", ""Peter"", ""dog""], [""2"", ""cooking"", ""Eric"", ""cat""], [""3"", ""gardening"", ""Arnold"", ""fish""]]}",10
lgp-test-3x5-8,"{""header"": [""House"", ""Education"", ""House"", ""Lunch"", ""Name"", ""Nationalitie""], ""rows"": [[""1"", ""high school"", ""colonial"", ""pizza"", ""Eric"", ""brit""], [""2"", ""bachelor"", ""ranch"", ""grilled cheese"", ""Arnold"", ""dane""], [""3"", ""associate"", ""victorian"", ""spaghetti"", ""Peter"", ""swede""]]}",16
lgp-test-2x6-19,"{""header"": [""House"", ""Animal"", ""Child"", ""Color"", ""Education"", ""Lunch"", ""Name""], ""rows"": [[""1"", ""horse"", ""Fred"", ""brown"", ""associate"", ""pizza"", ""Arnold""], [""2"", ""cat"", ""Bella"", ""black"", ""high school"", ""grilled cheese"", ""Eric""]]}",13
lgp-test-4x6-4,"{""header"": [""House"", ""Color"", ""Month"", ""Name"", ""Pet"", ""Smoothie"", ""Sport""], ""rows"": [[""1"", ""black"", ""april"", ""Peter"", ""cat"", ""dragonfruit"", ""swimming""], [""2"", ""red"", ""feb"", ""Arnold"", ""bird"", ""desert"", ""basketball""], [""3"", ""blonde"", ""sept"", ""Eric"", ""fish"", ""cherry"", ""tennis""], [""4"", ""brown"", ""jan"", ""Alice"", ""dog"", ""watermelon"", ""soccer""]]}",33
lgp-test-3x6-35,"{""header"": [""House"", ""Color"", ""Education"", ""Flower"", ""Height"", ""Name"", ""Vacation""], ""rows"": [[""1"", ""brown"", ""bachelor"", ""lilies"", ""very short"", ""Eric"", ""beach""], [""2"", ""black"", ""associate"", ""carnations"", ""average"", ""Peter"", ""mountain""], [""3"", ""blonde"", ""high school"", ""daffodils"", ""short"", ""Arnold"", ""city""]]}",19
lgp-test-4x4-15,"{""header"": [""House"", ""Lunch"", ""Name"", ""Sport"", ""Vacation""], ""rows"": [[""1"", ""spaghetti"", ""Alice"", ""swimming"", ""city""], [""2"", ""stew"", ""Arnold"", ""soccer"", ""beach""], [""3"", ""grilled cheese"", ""Peter"", ""tennis"", ""cruise""], [""4"", ""pizza"", ""Eric"", ""basketball"", ""mountain""]]}",18
lgp-test-2x2-35,"{""header"": [""House"", ""Lunch"", ""Name""], ""rows"": [[""1"", ""grilled cheese"", ""Eric""], [""2"", ""pizza"", ""Arnold""]]}",5
lgp-test-4x3-2,,2
lgp-test-6x5-7,"{""header"": [""House"", ""Drink"", ""Genre"", ""Month"", ""Name"", ""Occupation""], ""rows"": [[""1"", ""milk"", ""country"", ""may"", ""Eric"", ""artist""], [""2"", ""coffee"", ""pop"", ""jan"", ""Arnold"", ""lawyer""], [""3"", ""boba tea"", ""classical"", ""april"", ""Bob"", ""teacher""], [""4"", ""root beer"", ""hip hop"", ""mar"", ""Peter"", ""doctor""], [""5"", ""tea"", ""jazz"", ""sept"", ""Carol"", ""engineer""], [""6"", ""water"", ""rock"", ""feb"", ""Alice"", ""nurse""]]}",53
lgp-test-5x3-19,"{""header"": [""House"", ""Education"", ""Genre"", ""Name""], ""rows"": [[""1"", ""master"", ""romance"", ""Eric""], [""2"", ""doctorate"", ""biography"", ""Peter""], [""3"", ""high school"", ""science fiction"", ""Arnold""], [""4"", ""associate"", ""mystery"", ""Bob""], [""5"", ""bachelor"", ""fantasy"", ""Alice""]]}",24
lgp-test-5x2-36,"{""header"": [""House"", ""Genre"", ""Name""], ""rows"": [[""1"", ""classical"", ""Eric""], [""2"", ""hip hop"", ""Alice""], [""3"", ""pop"", ""Arnold""], [""4"", ""rock"", ""Bob""], [""5"", ""jazz"", ""Peter""]]}",37
lgp-test-2x4-18,"{""header"": [""House"", ""Color"", ""Height"", ""House"", ""Name""], ""rows"": [[""1"", ""yellow"", ""very short"", ""victorian"", ""Arnold""], [""2"", ""red"", ""short"", ""colonial"", ""Eric""]]}",9
lgp-test-3x5-17,"{""header"": [""House"", ""Height"", ""House"", ""Model"", ""Name""], ""rows"": [[""1"", ""average"", ""ranch"", ""toyota camry"", ""Eric""], [""2"", ""very short"", ""colonial"", ""tesla model 3"", ""Arnold""], [""3"", ""short"", ""victorian"", ""ford f150"", ""Peter""]]}",13
lgp-test-2x2-12,"{""header"": [""House"", ""Name"", ""Nationalitie""], ""rows"": [[""1"", ""Eric"", ""brit""], [""2"", ""Arnold"", ""dane""]]}",5
lgp-test-5x4-4,"{""header"": [""House"", ""Hobby"", ""Name"", ""Pet"", ""Smoothie""], ""rows"": [[""1"", ""knitting"", ""Peter"", ""fish"", ""watermelon""], [""2"", ""photography"", ""Eric"", ""cat"", ""dragonfruit""], [""3"", ""gardening"", ""Alice"", ""dog"", ""cherry""], [""4"", ""cooking"", ""Bob"", ""hamster"", ""desert""], [""5"", ""painting"", ""Arnold"", ""bird"", ""lime""]]}",21
lgp-test-2x4-36,"{""header"": [""House"", ""Animal"", ""Genre"", ""Month"", ""Name""], ""rows"": [[""1"", ""horse"", ""mystery"", ""sept"", ""Eric""], [""2"", ""cat"", ""science fiction"", ""april"", ""Arnold""]]}",9
lgp-test-4x3-6,"{""header"": [""House"", ""Color"", ""Model"", ""Name""], ""rows"": [[""1"", ""black"", ""honda civic"", ""Alice""], [""2"", ""brown"", ""ford f150"", ""Eric""], [""3"", ""blonde"", ""tesla model 3"", ""Arnold""], [""4"", ""red"", ""toyota camry"", ""Peter""]]}",13
lgp-test-4x2-7,"{""header"": [""House"", ""Height"", ""Name""], ""rows"": [[""1"", ""average"", ""Eric""], [""2"", ""tall"", ""Peter""], [""3"", ""very short"", ""Alice""], [""4"", ""short"", ""Arnold""]]}",9
lgp-test-6x2-15,"{""header"": [""House"", ""House"", ""Name""], ""rows"": [[""1"", ""colonial"", ""Arnold""], [""2"", ""victorian"", ""Carol""], [""3"", ""modern"", ""Peter""], [""4"", ""mediterranean"", ""Eric""], [""5"", ""craftsman"", ""Bob""], [""6"", ""ranch"", ""Alice""]]}",21
lgp-test-3x4-32,"{""header"": [""House"", ""Drink"", ""Model"", ""Month"", ""Name""], ""rows"": [[""1"", ""water"", ""google pixel 6"", ""jan"", ""Arnold""], [""2"", ""milk"", ""samsung galaxy s21"", ""april"", ""Eric""], [""3"", ""tea"", ""iphone 13"", ""sept"", ""Peter""]]}",18
lgp-test-3x5-38,"{""header"": [""House"", ""Animal"", ""Cigar"", ""Lunch"", ""Name"", ""Vacation""], ""rows"": [[""1"", ""bird"", ""blue master"", ""pizza"", ""Eric"", ""city""], [""2"", ""horse"", ""pall mall"", ""grilled cheese"", ""Peter"", ""beach""], [""3"", ""cat"", ""prince"", ""spaghetti"", ""Arnold"", ""mountain""]]}",16
lgp-test-4x3-31,"{""header"": [""House"", ""Drink"", ""Model"", ""Name""], ""rows"": [[""1"", ""milk"", ""samsung galaxy s21"", ""Peter""], [""2"", ""tea"", ""iphone 13"", ""Eric""], [""3"", ""coffee"", ""google pixel 6"", ""Arnold""], [""4"", ""water"", ""oneplus 9"", ""Alice""]]}",13
lgp-test-3x2-4,"{""header"": [""House"", ""Model"", ""Name""], ""rows"": [[""1"", ""tesla model 3"", ""Eric""], [""2"", ""ford f150"", ""Arnold""], [""3"", ""toyota camry"", ""Peter""]]}",7
lgp-test-3x2-27,"{""header"": [""House"", ""House"", ""Name""], ""rows"": [[""1"", ""colonial"", ""Arnold""], [""2"", ""ranch"", ""Eric""], [""3"", ""victorian"", ""Peter""]]}",7
lgp-test-4x4-1,"{""header"": [""House"", ""Animal"", ""Hobby"", ""House"", ""Name""], ""rows"": [[""1"", ""bird"", ""painting"", ""craftsman"", ""Eric""], [""2"", ""fish"", ""cooking"", ""ranch"", ""Alice""], [""3"", ""cat"", ""gardening"", ""victorian"", ""Peter""], [""4"", ""horse"", ""photography"", ""colonial"", ""Arnold""]]}",21
lgp-test-2x2-39,"{""header"": [""House"", ""Name"", ""Vacation""], ""rows"": [[""1"", ""Arnold"", ""mountain""], [""2"", ""Eric"", ""beach""]]}",5
lgp-test-3x6-31,"{""header"": [""House"", ""Animal"", ""Drink"", ""House"", ""Month"", ""Name"", ""Vacation""], ""rows"": [[""1"", ""bird"", ""tea"", ""colonial"", ""sept"", ""Arnold"", ""beach""], [""2"", ""horse"", ""milk"", ""ranch"", ""jan"", ""Peter"", ""city""], [""3"", ""cat"", ""water"", ""victorian"", ""april"", ""Eric"", ""mountain""]]}",21
lgp-test-2x4-30,"{""header"": [""House"", ""Color"", ""Name"", ""Smoothie"", ""Sport""], ""rows"": [[""1"", ""brown"", ""Arnold"", ""desert"", ""basketball""], [""2"", ""black"", ""Eric"", ""cherry"", ""soccer""]]}",9
lgp-test-6x2-32,"{""header"": [""House"", ""House"", ""Name""], ""rows"": [[""1"", ""victorian"", ""Eric""], [""2"", ""modern"", ""Carol""], [""3"", ""ranch"", ""Bob""], [""4"", ""colonial"", ""Peter""], [""5"", ""mediterranean"", ""Alice""], [""6"", ""craftsman"", ""Arnold""]]}",16
lgp-test-6x2-12,"{""header"": [""House"", ""Month"", ""Name""], ""rows"": [[""1"", ""april"", ""Arnold""], [""2"", ""jan"", ""Eric""], [""3"", ""mar"", ""Bob""], [""4"", ""sept"", ""Carol""], [""5"", ""feb"", ""Peter""], [""6"", ""may"", ""Alice""]]}",13
lgp-test-6x6-2,,9
lgp-test-4x2-21,"{""header"": [""House"", ""House"", ""Name""], ""rows"": [[""1"", ""ranch"", ""Eric""], [""2"", ""craftsman"", ""Alice""], [""3"", ""victorian"", ""Arnold""], [""4"", ""colonial"", ""Peter""]]}",9
lgp-test-3x5-20,"{""header"": [""House"", ""Child"", ""Color"", ""Name"", ""Smoothie"", ""Vacation""], ""rows"": [[""1"", ""Meredith"", ""yellow"", ""Arnold"", ""watermelon"", ""city""], [""2"", ""Fred"", ""red"", ""Peter"", ""cherry"", ""beach""], [""3"", ""Bella"", ""white"", ""Eric"", ""desert"", ""mountain""]]}",33
lgp-test-2x6-23,"{""header"": [""House"", ""Lunch"", ""Model"", ""Name"", ""Nationalitie"", ""Vacation""], ""rows"": [[""1"", ""pizza"", ""tesla model 3"", ""Arnold"", ""brit"", ""beach""], [""2"", ""grilled cheese"", ""ford f150"", ""Eric"", ""dane"", ""mountain""]]}",11
lgp-test-6x6-37,"{""header"": [""House"", ""Are"", ""Drink"", ""Height"", ""Lunch"", ""Name"", ""Pet""], ""rows"": [[""1"", ""Janelle"", ""coffee"", ""super tall"", ""soup"", ""Eric"", ""dog""], [""2"", ""Penny"", ""tea"", ""very short"", ""grilled cheese"", ""Peter"", ""cat""], [""3"", ""Aniya"", ""milk"", ""tall"", ""spaghetti"", ""Alice"", ""fish""], [""4"", ""Sarah"", ""water"", ""average"", ""pizza"", ""Carol"", ""hamster""], [""5"", ""Kailyn"", ""root beer"", ""very tall"", ""stew"", ""Arnold"", ""rabbit""], [""6"", ""Holly"", ""boba tea"", ""short"", ""stir fry"", ""Bob"", ""bird""]]}",37
lgp-test-4x2-22,"{""header"": [""House"", ""Name"", ""Pet""], ""rows"": [[""1"", ""Eric"", ""cat""], [""2"", ""Peter"", ""fish""], [""3"", ""Alice"", ""dog""], [""4"", ""Arnold"", ""bird""]]}",9
lgp-test-2x6-21,"{""header"": [""House"", ""Color"", ""Lunch"", ""Name"", ""Nationalitie"", ""Occupation"", ""Pet""], ""rows"": [[""1"", ""brown"", ""grilled cheese"", ""Arnold"", ""dane"", ""engineer"", ""dog""], [""2"", ""black"", ""pizza"", ""Eric"", ""brit"", ""doctor"", ""cat""]]}",13
lgp-test-6x4-24,"{""header"": [""House"", ""Genre"", ""Name"", ""Smoothie"", ""Vacation""], ""rows"": [[""1"", ""science fiction"", ""Alice"", ""blueberry"", ""camping""], [""2"", ""historical fiction"", ""Eric"", ""dragonfruit"", ""beach""], [""3"", ""fantasy"", ""Peter"", ""desert"", ""city""], [""4"", ""biography"", ""Arnold"", ""lime"", ""mountain""], [""5"", ""mystery"", ""Bob"", ""cherry"", ""cruise""], [""6"", ""romance"", ""Carol"", ""watermelon"", ""cultural""]]}",37
lgp-test-6x3-21,"{""header"": [""House"", ""Child"", ""Model"", ""Name""], ""rows"": [[""1"", ""Timothy"", ""honda civic"", ""Arnold""], [""2"", ""Bella"", ""bmw 3 series"", ""Peter""], [""3"", ""Fred"", ""tesla model 3"", ""Bob""], [""4"", ""Meredith"", ""toyota camry"", ""Alice""], [""5"", ""Alice"", ""chevrolet silverado"", ""Eric""], [""6"", ""Samantha"", ""ford f150"", ""Carol""]]}",19
lgp-test-5x3-9,"{""header"": [""House"", ""Month"", ""Name"", ""Pet""], ""rows"": [[""1"", ""feb"", ""Alice"", ""bird""], [""2"", ""april"", ""Arnold"", ""hamster""], [""3"", ""sept"", ""Eric"", ""fish""], [""4"", ""jan"", ""Peter"", ""cat""], [""5"", ""mar"", ""Bob"", ""dog""]]}",16
lgp-test-5x5-25,"{""header"": [""House"", ""Child"", ""Genre"", ""Name"", ""Smoothie"", ""Vacation""], ""rows"": [[""1"", ""Meredith"", ""pop"", ""Peter"", ""watermelon"", ""cruise""], [""2"", ""Samantha"", ""jazz"", ""Bob"", ""dragonfruit"", ""city""], [""3"", ""Bella"", ""hip hop"", ""Alice"", ""lime"", ""beach""], [""4"", ""Timothy"", ""rock"", ""Eric"", ""desert"", ""mountain""], [""5"", ""Fred"", ""classical"", ""Arnold"", ""cherry"", ""camping""]]}",32
lgp-test-5x4-20,"{""header"": [""House"", ""Genre"", ""House"", ""Name"", ""Sport""], ""rows"": [[""1"", ""pop"", ""colonial"", ""Alice"", ""soccer""], [""2"", ""classical"", ""victorian"", ""Eric"", ""tennis""], [""3"", ""jazz"", ""craftsman"", ""Bob"", ""swimming""], [""4"", ""rock"", ""modern"", ""Arnold"", ""basketball""], [""5"", ""hip hop"", ""ranch"", ""Peter"", ""baseball""]]}",32
lgp-test-2x4-25,"{""header"": [""House"", ""Name"", ""Nationalitie"", ""Occupation"", ""Sport""], ""rows"": [[""1"", ""Eric"", ""brit"", ""doctor"", ""basketball""], [""2"", ""Arnold"", ""dane"", ""engineer"", ""soccer""]]}",9
lgp-test-6x4-39,"{""header"": [""House"", ""Animal"", ""House"", ""Name"", ""Occupation""], ""rows"": [[""1"", ""rabbit"", ""victorian"", ""Carol"", ""engineer""], [""2"", ""bird"", ""modern"", ""Bob"", ""doctor""], [""3"", ""dog"", ""mediterranean"", ""Alice"", ""nurse""], [""4"", ""cat"", ""craftsman"", ""Eric"", ""teacher""], [""5"", ""horse"", ""colonial"", ""Peter"", ""artist""], [""6"", ""fish"", ""ranch"", ""Arnold"", ""lawyer""]]}",25
lgp-test-5x3-11,"{""header"": [""House"", ""Animal"", ""Month"", ""Name""], ""rows"": [[""1"", ""dog"", ""april"", ""Bob""], [""2"", ""fish"", ""mar"", ""Peter""], [""3"", ""bird"", ""jan"", ""Alice""], [""4"", ""cat"", ""sept"", ""Arnold""], [""5"", ""horse"", ""feb"", ""Eric""]]}",16
lgp-test-3x6-6,"{""header"": [""House"", ""Cigar"", ""Drink"", ""Flower"", ""Genre"", ""Month"", ""Name""], ""rows"": [[""1"", ""pall mall"", ""tea"", ""lilies"", ""rock"", ""sept"", ""Eric""], [""2"", ""blue master"", ""milk"", ""carnations"", ""pop"", ""april"", ""Arnold""], [""3"", ""prince"", ""water"", ""daffodils"", ""classical"", ""jan"", ""Peter""]]}",31
lgp-test-5x2-19,"{""header"": [""House"", ""Model"", ""Name""], ""rows"": [[""1"", ""huawei p50"", ""Alice""], [""2"", ""oneplus 9"", ""Arnold""], [""3"", ""google pixel 6"", ""Bob""], [""4"", ""samsung galaxy s21"", ""Eric""], [""5"", ""iphone 13"", ""Peter""]]}",11
lgp-test-6x4-25,"{""header"": [""House"", ""Are"", ""Genre"", ""Name"", ""Occupation""], ""rows"": [[""1"", ""Aniya"", ""country"", ""Eric"", ""lawyer""], [""2"", ""Kailyn"", ""jazz"", ""Bob"", ""doctor""], [""3"", ""Sarah"", ""classical"", ""Alice"", ""engineer""], [""4"", ""Janelle"", ""rock"", ""Peter"", ""artist""], [""5"", ""Penny"", ""pop"", ""Carol"", ""teacher""], [""6"", ""Holly"", ""hip hop"", ""Arnold"", ""nurse""]]}",60
lgp-test-3x4-35,"{""header"": [""House"", ""Cigar"", ""Drink"", ""Hobby"", ""Name""], ""rows"": [[""1"", ""pall mall"", ""milk"", ""photography"", ""Peter""], [""2"", ""blue master"", ""tea"", ""cooking"", ""Eric""], [""3"", ""prince"", ""water"", ""gardening"", ""Arnold""]]}",18
lgp-test-2x3-2,"{""header"": [""House"", ""Are"", ""Height"", ""Name""], ""rows"": [[""1"", ""Aniya"", ""very short"", ""Arnold""], [""2"", ""Holly"", ""short"", ""Eric""]]}",7
lgp-test-2x5-10,"{""header"": [""House"", ""Color"", ""House"", ""Name"", ""Occupation"", ""Vacation""], ""rows"": [[""1"", ""yellow"", ""colonial"", ""Eric"", ""engineer"", ""mountain""], [""2"", ""red"", ""victorian"", ""Arnold"", ""doctor"", ""beach""]]}",11
lgp-test-4x3-0,"{""header"": [""House"", ""Lunch"", ""Name"", ""Occupation""], ""rows"": [[""1"", ""grilled cheese"", ""Arnold"", ""teacher""], [""2"", ""pizza"", ""Peter"", ""engineer""], [""3"", ""spaghetti"", ""Eric"", ""artist""], [""4"", ""stew"", ""Alice"", ""doctor""]]}",13
lgp-test-2x5-31,"{""header"": [""House"", ""Are"", ""Genre"", ""Name"", ""Nationalitie"", ""Smoothie""], ""rows"": [[""1"", ""Holly"", ""mystery"", ""Eric"", ""dane"", ""desert""], [""2"", ""Aniya"", ""science fiction"", ""Arnold"", ""brit"", ""cherry""]]}",11
lgp-test-4x6-28,"{""header"": [""House"", ""Cigar"", ""Drink"", ""Genre"", ""Month"", ""Name""], ""rows"": [[""1"", ""prince"", ""coffee"", ""science fiction"", ""feb"", ""Arnold""], [""2"", ""blue master"", ""water"", ""mystery"", ""sept"", ""Peter""], [""3"", ""dunhill"", ""tea"", ""fantasy"", ""april"", ""Alice""], [""4"", ""pall mall"", ""milk"", ""romance"", ""jan"", ""Eric""]]}",21
lgp-test-2x2-36,"{""header"": [""House"", ""Child"", ""Name""], ""rows"": [[""1"", ""Fred"", ""Arnold""], [""2"", ""Bella"", ""Eric""]]}",5
lgp-test-2x5-32,"{""header"": [""House"", ""Child"", ""Color"", ""House"", ""Lunch"", ""Name""], ""rows"": [[""1"", ""Fred"", ""black"", ""victorian"", ""pizza"", ""Arnold""], [""2"", ""Bella"", ""brown"", ""colonial"", ""grilled cheese"", ""Eric""]]}",11
lgp-test-5x3-36,"{""header"": [""House"", ""Color"", ""Name"", ""Pet""], ""rows"": [[""1"", ""black"", ""Arnold"", ""fish""], [""2"", ""blonde"", ""Alice"", ""dog""], [""3"", ""red"", ""Eric"", ""hamster""], [""4"", ""gray"", ""Bob"", ""bird""], [""5"", ""brown"", ""Peter"", ""cat""]]}",16
lgp-test-6x6-0,"{""header"": [""House"", ""Animal"", ""Cigar"", ""Genre"", ""Name"", ""Smoothie""], ""rows"": [[""1"", ""cat"", ""dunhill"", ""rock"", ""Bob"", ""watermelon""], [""2"", ""horse"", ""blends"", ""pop"", ""Alice"", ""blueberry""], [""3"", ""rabbit"", ""blue master"", ""jazz"", ""Peter"", ""desert""], [""4"", ""dog"", ""prince"", ""classical"", ""Carol"", ""dragonfruit""], [""5"", ""bird"", ""pall mall"", ""country"", ""Arnold"", ""lime""], [""6"", ""fish"", ""yellow monster"", ""hip hop"", ""Eric"", ""cherry""]]}",98
lgp-test-5x2-1,"{""header"": [""House"", ""Name"", ""Vacation""], ""rows"": [[""1"", ""Arnold"", ""mountain""], [""2"", ""Alice"", ""camping""], [""3"", ""Eric"", ""city""], [""4"", ""Bob"", ""beach""], [""5"", ""Peter"", ""cruise""]]}",14
lgp-test-4x2-37,"{""header"": [""House"", ""Month"", ""Name""], ""rows"": [[""1"", ""jan"", ""Arnold""], [""2"", ""feb"", ""Peter""], [""3"", ""april"", ""Alice""], [""4"", ""sept"", ""Eric""]]}",9
lgp-test-4x3-12,"{""header"": [""House"", ""Model"", ""Name"", ""Smoothie""], ""rows"": [[""1"", ""toyota camry"", ""Eric"", ""cherry""], [""2"", ""honda civic"", ""Peter"", ""dragonfruit""], [""3"", ""ford f150"", ""Arnold"", ""watermelon""], [""4"", ""tesla model 3"", ""Alice"", ""desert""]]}",13
lgp-test-5x6-25,"{""header"": [""House"", ""Cigar"", ""Hobby"", ""Model"", ""Name"", ""Smoothie"", ""Sport""], ""rows"": [[""1"", ""prince"", ""painting"", ""oneplus 9"", ""Peter"", ""desert"", ""soccer""], [""2"", ""blue master"", ""cooking"", ""samsung galaxy s21"", ""Bob"", ""lime"", ""swimming""], [""3"", ""pall mall"", ""knitting"", ""google pixel 6"", ""Arnold"", ""dragonfruit"", ""baseball""], [""4"", ""dunhill"", ""gardening"", ""huawei p50"", ""Alice"", ""watermelon"", ""basketball""], [""5"", ""blends"", ""photography"", ""iphone 13"", ""Eric"", ""cherry"", ""tennis""]]}",37
lgp-test-3x3-28,"{""header"": [""House"", ""Model"", ""Name"", ""Nationalitie""], ""rows"": [[""1"", ""tesla model 3"", ""Eric"", ""swede""], [""2"", ""toyota camry"", ""Peter"", ""dane""], [""3"", ""ford f150"", ""Arnold"", ""brit""]]}",10
lgp-test-2x5-13,"{""header"": [""House"", ""Color"", ""Drink"", ""Name"", ""Occupation"", ""Vacation""], ""rows"": [[""1"", ""black"", ""water"", ""Eric"", ""engineer"", ""mountain""], [""2"", ""brown"", ""tea"", ""Arnold"", ""doctor"", ""beach""]]}",11
lgp-test-3x5-21,"{""header"": [""House"", ""Are"", ""Model"", ""Name"", ""Nationalitie"", ""Occupation""], ""rows"": [[""1"", ""Aniya"", ""toyota camry"", ""Arnold"", ""brit"", ""teacher""], [""2"", ""Janelle"", ""tesla model 3"", ""Peter"", ""dane"", ""engineer""], [""3"", ""Holly"", ""ford f150"", ""Eric"", ""swede"", ""doctor""]]}",16
lgp-test-6x2-3,"{""header"": [""House"", ""Color"", ""Name""], ""rows"": [[""1"", ""red"", ""Peter""], [""2"", ""blonde"", ""Bob""], [""3"", ""brown"", ""Carol""], [""4"", ""black"", ""Eric""], [""5"", ""gray"", ""Arnold""], [""6"", ""auburn"", ""Alice""]]}",13
lgp-test-2x3-5,"{""header"": [""House"", ""Cigar"", ""Drink"", ""Name""], ""rows"": [[""1"", ""pall mall"", ""tea"", ""Arnold""], [""2"", ""prince"", ""water"", ""Eric""]]}",7
lgp-test-3x4-3,"{""header"": [""House"", ""Cigar"", ""House"", ""Name"", ""Pet""], ""rows"": [[""1"", ""blue master"", ""ranch"", ""Arnold"", ""dog""], [""2"", ""prince"", ""colonial"", ""Eric"", ""cat""], [""3"", ""pall mall"", ""victorian"", ""Peter"", ""fish""]]}",13
lgp-test-5x3-12,"{""header"": [""House"", ""Model"", ""Name"", ""Occupation""], ""rows"": [[""1"", ""huawei p50"", ""Arnold"", ""doctor""], [""2"", ""samsung galaxy s21"", ""Alice"", ""teacher""], [""3"", ""iphone 13"", ""Eric"", ""lawyer""], [""4"", ""oneplus 9"", ""Bob"", ""engineer""], [""5"", ""google pixel 6"", ""Peter"", ""artist""]]}",17
lgp-test-6x5-28,"{""header"": [""House"", ""Color"", ""Genre"", ""Name"", ""Occupation"", ""Vacation""], ""rows"": [[""1"", ""purple"", ""classical"", ""Bob"", ""engineer"", ""mountain""], [""2"", ""green"", ""hip hop"", ""Eric"", ""lawyer"", ""city""], [""3"", ""red"", ""jazz"", ""Carol"", ""nurse"", ""camping""], [""4"", ""blue"", ""rock"", ""Arnold"", ""artist"", ""beach""], [""5"", ""yellow"", ""country"", ""Alice"", ""teacher"", ""cruise""], [""6"", ""white"", ""pop"", ""Peter"", ""doctor"", ""cultural""]]}",31
lgp-test-2x3-12,"{""header"": [""House"", ""Genre"", ""House"", ""Name""], ""rows"": [[""1"", ""rock"", ""victorian"", ""Eric""], [""2"", ""pop"", ""colonial"", ""Arnold""]]}",7
